KIDSDRIV,AGE,HOMEKIDS,YOJ,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,Income_converted,HOME_VAL_converted,BLUEBOOK_converted,LE_PARENT1,LE_MSTATUS,LE_EDUCATION,LE_CAR_USE,LE_CAR_TYPE,LE_REVOKED
0,53.0,0,11.0,6,0,3,10.0,130795.0,0.0,28340.0,0,1,3,0,1,0
0,45.0,0,0.0,1,0,3,5.0,0.0,106859.0,6000.0,0,0,0,1,5,0
0,59.0,0,12.0,1,2,4,1.0,87460.0,0.0,15420.0,0,1,4,1,0,0
0,28.0,1,13.0,6,2,0,1.0,44077.0,170598.0,8710.0,0,0,4,0,5,0
0,60.0,0,12.0,1,0,0,1.0,37940.0,182739.0,11290.0,0,0,4,0,3,0
0,32.0,1,9.0,1,0,0,1.0,31275.0,118160.0,10030.0,0,0,4,1,5,0
0,54.0,0,12.0,4,0,5,1.0,33212.0,158432.0,24000.0,0,0,0,0,1,0
0,40.0,0,11.0,4,1,13,6.0,16989.0,0.0,12230.0,0,1,0,0,2,1
0,44.0,2,15.0,1,1,1,1.0,16352.0,134164.0,10520.0,0,0,4,1,5,0
1,45.0,1,14.0,6,2,0,13.0,63952.0,196368.0,32340.0,0,0,2,1,4,1
0,34.0,3,12.0,4,0,0,1.0,22510.0,123888.0,14690.0,0,0,4,1,0,1
1,44.0,2,12.0,4,0,0,10.0,24060.0,0.0,14220.0,1,1,1,1,0,0
0,33.0,4,12.0,13,3,0,1.0,20822.0,76022.0,6880.0,0,0,4,1,5,0
0,34.0,0,8.0,4,3,2,10.0,14194.0,87034.0,2920.0,0,1,0,1,3,1
2,43.0,3,11.0,1,3,0,15.0,137103.0,0.0,19510.0,1,1,2,1,3,0
1,45.0,2,11.0,1,0,2,11.0,102393.0,0.0,1500.0,1,1,1,1,0,0
0,62.0,0,15.0,4,2,2,7.0,40656.0,208242.0,9170.0,0,0,4,1,3,1
0,48.0,0,12.0,13,1,4,1.0,31773.0,165090.0,9640.0,0,0,4,0,2,0
0,53.0,0,6.0,1,0,4,1.0,38036.0,153381.0,13140.0,0,0,4,0,5,0
0,34.0,3,0.0,9,2,2,1.0,0.0,66358.0,11740.0,0,0,4,1,5,0
0,33.0,4,0.0,1,1,2,5.0,0.0,0.0,15090.0,1,1,4,0,0,0
0,47.0,0,11.0,1,2,0,10.0,44705.0,217885.0,12840.0,0,0,1,1,5,0
0,64.0,0,15.0,6,2,0,1.0,31738.0,197010.0,14620.0,0,0,0,0,5,0
0,52.0,0,7.0,4,3,1,5.0,64014.0,244863.0,7900.0,0,0,0,0,2,0
0,26.0,0,8.0,3,1,1,8.0,53244.0,0.0,20920.0,0,1,1,0,4,0
0,41.0,1,8.0,3,0,2,18.0,126468.0,0.0,32690.0,1,1,2,0,2,0
1,38.0,1,12.0,7,2,0,1.0,37580.0,173495.0,5260.0,0,0,0,1,5,0
0,41.0,2,15.0,1,0,1,1.0,23344.0,147172.0,7930.0,0,0,4,1,2,0
0,41.0,0,12.0,1,0,2,14.0,110386.0,335488.0,16640.0,0,0,2,0,4,0
1,43.0,2,11.0,4,0,0,1.0,76159.0,0.0,19750.0,1,1,1,1,5,1
0,43.0,2,15.0,1,3,4,20.0,49849.0,0.0,13130.0,1,1,2,1,5,0
1,39.0,1,16.0,4,2,4,1.0,12054.0,0.0,15760.0,0,0,0,0,2,1
0,60.0,3,18.0,6,0,0,15.0,78936.0,235670.0,20350.0,0,0,2,1,5,0
0,26.0,3,9.0,10,0,2,16.0,33283.0,104323.0,7690.0,0,0,1,0,2,0
0,42.0,0,12.0,1,0,0,17.0,136344.0,0.0,13160.0,0,1,3,1,3,0
0,39.0,0,12.0,6,0,0,7.0,32936.0,169721.0,1500.0,0,1,4,1,5,0
1,45.0,3,0.0,4,3,0,1.0,0.0,0.0,16510.0,1,1,4,1,0,1
0,62.0,0,12.0,7,3,5,1.0,22181.0,185459.0,17880.0,0,1,4,1,3,0
0,53.0,0,15.0,4,0,3,5.0,84345.0,264549.0,9930.0,0,0,1,1,5,0
0,42.0,0,10.0,13,0,0,1.0,43174.0,208811.0,10020.0,0,1,0,0,2,0
0,31.0,2,14.0,13,2,0,7.0,30653.0,0.0,12930.0,1,1,4,1,3,1
1,45.0,2,17.0,1,2,2,10.0,111268.0,288071.0,24600.0,0,0,2,1,4,1
0,53.0,0,13.0,1,0,0,7.0,25289.0,108139.0,13850.0,0,0,0,1,5,0
0,31.0,3,14.0,3,0,0,5.0,26112.0,117229.0,14030.0,0,0,0,1,5,0
0,32.0,3,13.0,4,0,0,8.0,30955.0,111256.0,7800.0,1,1,4,1,5,1
1,59.0,1,12.0,13,0,0,16.0,119382.0,0.0,24130.0,1,1,2,0,2,0
0,57.0,0,14.0,4,0,0,1.0,8212.0,0.0,7200.0,0,0,0,1,2,0
1,39.0,2,15.0,6,3,0,12.0,61370.0,0.0,21770.0,1,1,2,0,4,1
0,54.0,0,11.0,3,0,0,9.0,44782.0,148676.0,30260.0,0,1,0,1,5,0
2,45.0,2,12.0,4,0,3,8.0,30085.0,128194.0,7200.0,0,0,0,0,2,1
1,44.0,2,15.0,1,3,7,1.0,46140.0,169084.0,10510.0,0,0,4,0,2,0
0,44.0,0,8.0,7,1,8,1.0,32317.0,0.0,22450.0,0,1,4,1,0,0
0,47.0,0,12.0,1,1,3,1.0,21282.0,0.0,18150.0,0,0,4,0,4,0
0,64.0,0,13.0,1,0,8,9.0,61521.0,248878.0,7650.0,0,0,2,1,3,0
0,34.0,1,9.0,4,2,2,20.0,105554.0,229868.0,5300.0,1,1,2,1,0,0
1,42.0,1,3.0,4,2,1,11.0,69290.0,0.0,23900.0,1,1,2,0,1,0
0,53.0,0,8.0,1,0,0,14.0,61862.0,245885.0,11270.0,0,0,3,1,2,0
0,54.0,0,13.0,4,2,1,14.0,88668.0,316419.0,20090.0,0,0,3,1,0,0
0,50.0,0,13.0,13,2,2,11.0,2657.0,109134.0,10480.0,0,0,2,1,3,1
1,42.0,2,12.0,1,1,3,12.0,68090.0,169854.0,11750.0,1,1,1,0,0,0
0,45.0,2,4.0,1,1,5,1.0,25032.0,0.0,6100.0,1,1,4,0,2,0
0,54.0,0,12.0,1,1,4,18.0,52078.0,194227.0,23250.0,0,0,2,0,1,0
0,55.0,0,15.0,1,2,1,21.0,75249.0,0.0,17020.0,0,1,2,0,4,0
0,29.0,1,8.0,1,1,4,1.0,73842.0,0.0,22340.0,1,1,4,0,3,0
1,45.0,2,0.0,1,1,3,1.0,0.0,0.0,6000.0,1,1,0,1,2,1
0,41.0,1,13.0,6,0,1,18.0,109957.0,260749.0,29470.0,0,0,2,1,3,0
0,38.0,0,14.0,1,1,4,5.0,10486.0,66515.0,6350.0,0,0,0,1,0,0
0,62.0,0,12.0,4,3,0,15.0,33713.0,171810.0,23470.0,0,0,1,0,3,1
0,36.0,0,13.0,1,2,9,7.0,20891.0,134406.0,5100.0,0,0,4,0,5,0
0,35.0,2,10.0,9,3,7,1.0,17493.0,102902.0,19340.0,1,1,0,1,0,0
0,45.0,3,14.0,1,0,2,14.0,94325.0,301739.0,6960.0,0,0,2,1,5,0
0,32.0,2,9.0,1,4,2,1.0,60050.0,212562.0,11480.0,1,1,4,1,0,1
0,32.0,4,15.0,4,3,5,8.0,4478.0,0.0,6780.0,1,1,0,1,5,0
0,35.0,0,7.0,4,2,7,1.0,62036.0,154297.0,16370.0,0,0,4,0,4,0
0,64.0,0,15.0,7,1,6,6.0,40528.0,208306.0,11950.0,0,0,4,0,3,0
1,39.0,2,13.0,1,0,0,1.0,52950.0,187514.0,10210.0,0,0,4,1,2,1
0,44.0,1,11.0,4,3,6,10.0,75046.0,244819.0,9000.0,0,0,4,0,2,0
0,40.0,1,12.0,1,2,5,1.0,39600.0,193495.0,5460.0,1,1,4,1,3,0
0,43.0,1,0.0,4,0,1,1.0,0.0,86118.0,14240.0,1,1,0,1,5,0
0,55.0,0,0.0,6,2,5,14.0,0.0,68500.0,8560.0,0,0,1,1,3,0
0,54.0,0,12.0,10,2,2,9.0,10617.0,0.0,7960.0,0,0,4,0,2,0
0,26.0,1,0.0,1,3,5,6.0,0.0,0.0,4100.0,0,0,1,0,3,0
0,43.0,2,11.0,13,0,0,10.0,46224.0,173103.0,11510.0,0,0,4,0,2,1
0,42.0,2,11.0,6,1,0,1.0,34210.0,186734.0,12880.0,0,0,4,1,0,0
0,46.0,0,12.0,9,0,1,1.0,31177.0,150102.0,25420.0,0,1,4,0,1,0
0,51.0,0,13.0,1,2,3,1.0,65702.0,0.0,15820.0,0,1,2,1,5,0
0,41.0,0,14.0,6,0,1,11.0,99959.0,268154.0,18850.0,0,1,2,1,0,0
0,37.0,0,7.0,4,0,0,7.0,61790.0,0.0,15150.0,0,1,4,0,0,0
1,37.0,2,0.0,3,0,3,1.0,0.0,0.0,1500.0,1,1,0,1,5,0
0,42.0,2,13.0,18,1,1,1.0,64766.0,263986.0,11840.0,0,0,4,0,5,1
1,37.0,2,11.0,13,1,0,1.0,62426.0,209548.0,11440.0,0,0,1,1,5,0
0,25.0,1,12.0,3,2,6,9.0,40095.0,0.0,22720.0,1,1,4,0,1,0
1,40.0,2,7.0,6,0,2,1.0,52423.0,150723.0,7420.0,0,0,4,1,3,0
0,32.0,1,12.0,7,1,4,15.0,76985.0,0.0,19500.0,1,1,2,1,4,0
0,54.0,0,12.0,1,2,3,5.0,62215.0,244460.0,21840.0,0,0,4,0,3,0
0,49.0,0,8.0,1,1,7,6.0,37356.0,133175.0,6400.0,0,0,4,0,2,0
0,42.0,0,13.0,4,3,7,1.0,28341.0,124838.0,8530.0,0,0,0,0,2,0
0,37.0,3,17.0,10,0,0,4.0,6217.0,0.0,22260.0,0,0,4,0,2,1
0,48.0,0,6.0,1,1,3,6.0,52275.0,169104.0,14060.0,0,0,1,1,0,0
0,21.0,0,5.0,6,0,0,1.0,40022.0,0.0,9360.0,0,1,1,1,3,0
0,40.0,0,5.0,10,0,0,19.0,57063.0,0.0,16250.0,0,1,2,1,3,0
0,58.0,0,14.0,1,1,6,6.0,39707.0,192089.0,16870.0,0,0,0,0,4,0
0,32.0,0,12.0,4,0,1,9.0,52469.0,0.0,4700.0,0,1,4,0,2,1
0,46.0,0,7.0,6,1,0,18.0,106409.0,0.0,24410.0,0,1,2,0,2,0
1,72.0,2,18.0,6,1,8,1.0,27625.0,162415.0,18960.0,0,0,0,1,3,0
2,36.0,3,13.0,7,3,2,8.0,28326.0,145411.0,26280.0,0,0,0,0,2,1
0,63.0,0,15.0,1,1,2,11.0,26921.0,140455.0,14360.0,0,0,1,1,5,1
0,45.0,3,12.0,1,2,4,8.0,13891.0,64530.0,7390.0,0,0,0,1,5,0
0,33.0,2,9.0,7,1,6,1.0,31675.0,159621.0,9130.0,0,0,4,0,3,1
0,56.0,2,17.0,14,0,1,7.0,29524.0,198107.0,14250.0,0,0,0,1,5,0
0,41.0,0,6.0,9,3,2,17.0,86227.0,237057.0,19530.0,0,1,2,0,4,0
1,57.0,2,15.0,10,3,1,7.0,34116.0,0.0,10610.0,1,1,4,1,3,1
0,42.0,0,8.0,6,3,3,8.0,94591.0,309644.0,17470.0,0,1,0,0,4,1
0,33.0,0,11.0,11,0,1,11.0,249.0,0.0,10590.0,0,1,4,1,5,0
2,41.0,3,10.0,1,4,2,10.0,24862.0,0.0,7790.0,1,1,1,1,3,0
0,50.0,0,0.0,6,0,0,1.0,0.0,113870.0,6500.0,0,0,4,1,3,0
0,57.0,0,15.0,1,1,8,11.0,25761.0,149672.0,11940.0,0,0,1,1,2,0
0,42.0,0,11.0,1,3,0,1.0,49224.0,155963.0,27460.0,0,0,4,0,0,0
0,51.0,0,12.0,1,0,0,8.0,40760.0,186223.0,11880.0,0,1,1,1,2,0
0,27.0,2,11.0,1,0,0,5.0,68493.0,217494.0,20180.0,1,1,1,0,4,0
0,27.0,3,9.0,4,1,3,6.0,69794.0,0.0,14660.0,1,1,1,1,5,0
0,33.0,1,11.0,1,2,0,1.0,25544.0,0.0,4050.0,1,1,0,1,3,0
1,42.0,2,15.0,10,2,0,8.0,85408.0,274402.0,20170.0,0,0,4,0,0,0
0,55.0,0,11.0,1,2,0,1.0,3865.0,0.0,16600.0,0,1,0,1,5,1
0,50.0,0,13.0,11,0,2,1.0,94589.0,276150.0,6500.0,0,0,0,1,0,0
0,40.0,2,13.0,1,1,2,8.0,50537.0,193855.0,28960.0,0,0,4,0,4,0
0,54.0,0,12.0,17,3,5,1.0,65298.0,213225.0,8030.0,0,0,4,1,5,0
0,27.0,4,13.0,1,2,3,1.0,50139.0,167990.0,9210.0,0,0,4,1,5,0
0,47.0,0,12.0,6,2,4,9.0,92543.0,236446.0,25250.0,0,0,2,0,1,1
0,37.0,0,6.0,17,0,0,11.0,53895.0,161774.0,11250.0,0,0,1,0,2,0
0,43.0,2,12.0,1,0,1,8.0,60973.0,0.0,5800.0,1,1,1,0,3,1
0,36.0,0,10.0,10,2,1,3.0,85731.0,0.0,21660.0,0,1,1,0,2,0
1,42.0,2,11.0,6,0,3,5.0,14166.0,0.0,23280.0,1,1,0,1,0,0
0,31.0,2,0.0,4,1,7,1.0,0.0,0.0,7740.0,0,0,0,1,3,0
2,36.0,2,0.0,4,3,1,9.0,0.0,110346.0,5100.0,0,0,4,1,0,1
1,57.0,2,0.0,1,2,5,1.0,0.0,0.0,9240.0,0,0,4,1,2,1
0,47.0,0,15.0,4,2,2,7.0,91221.0,263877.0,1500.0,0,0,1,0,3,0
0,47.0,0,12.0,4,2,2,1.0,47235.0,205801.0,10920.0,0,1,4,1,2,0
0,36.0,3,15.0,1,0,1,8.0,79457.0,213122.0,5100.0,1,1,1,1,5,0
0,37.0,2,13.0,1,2,6,13.0,133335.0,0.0,21740.0,1,1,1,0,5,0
1,58.0,2,17.0,1,2,2,5.0,3272.0,0.0,7200.0,0,0,0,1,0,0
0,38.0,2,14.0,1,0,2,10.0,58833.0,193644.0,17680.0,0,0,1,0,4,1
0,72.0,0,16.0,7,3,0,6.0,63890.0,256797.0,9100.0,0,0,2,1,3,0
0,40.0,0,9.0,4,0,0,1.0,5253.0,77463.0,23600.0,0,1,4,0,2,0
0,53.0,0,13.0,1,1,0,1.0,108744.0,333039.0,5430.0,0,0,2,0,2,0
0,53.0,0,12.0,6,3,3,6.0,48587.0,0.0,19300.0,0,1,4,0,4,0
0,55.0,0,10.0,1,0,1,14.0,39405.0,161357.0,10940.0,0,0,2,0,2,1
0,24.0,1,12.0,1,0,2,16.0,94566.0,239142.0,3900.0,1,1,2,1,5,0
0,48.0,0,11.0,1,1,8,6.0,26875.0,0.0,10450.0,0,1,4,0,2,0
1,42.0,3,11.0,7,2,1,10.0,99269.0,306012.0,25910.0,1,1,1,0,1,1
0,21.0,1,8.0,1,2,3,1.0,18483.0,0.0,8150.0,1,1,4,1,3,0
0,50.0,0,9.0,1,0,0,15.0,58628.0,0.0,12360.0,0,1,2,1,0,0
0,59.0,0,11.0,6,3,6,5.0,8213.0,0.0,8840.0,0,1,4,1,5,0
0,30.0,3,11.0,4,1,1,20.0,75891.0,222952.0,4500.0,0,0,2,0,2,0
1,38.0,2,11.0,4,2,0,1.0,22938.0,0.0,14170.0,1,1,4,1,5,0
0,32.0,0,10.0,1,1,4,1.0,16118.0,0.0,6380.0,0,1,0,1,5,0
0,41.0,0,10.0,4,2,7,1.0,50331.0,0.0,18870.0,0,1,1,0,2,0
0,51.0,0,13.0,4,2,4,17.0,51513.0,0.0,6650.0,0,1,2,1,0,1
0,36.0,0,0.0,6,0,0,21.0,0.0,68436.0,2680.0,0,1,3,1,3,0
0,54.0,0,8.0,10,3,2,9.0,55742.0,186013.0,15810.0,0,0,4,0,5,1
0,54.0,0,14.0,4,0,0,16.0,81438.0,0.0,15040.0,0,1,2,1,3,0
0,58.0,0,12.0,6,1,0,13.0,69282.0,295989.0,10520.0,0,0,1,1,2,0
1,42.0,2,10.0,4,2,1,5.0,36230.0,158234.0,6480.0,1,1,0,1,5,0
1,42.0,1,12.0,10,2,2,10.0,71686.0,0.0,12870.0,1,1,1,1,3,0
0,33.0,0,9.0,1,4,2,15.0,69641.0,230290.0,22680.0,0,1,1,0,1,0
0,28.0,0,9.0,7,2,2,10.0,13410.0,0.0,4500.0,0,0,4,1,2,0
0,30.0,2,11.0,10,3,1,1.0,13490.0,95447.0,5850.0,0,0,4,0,2,1
0,33.0,1,12.0,5,0,0,10.0,92060.0,0.0,14010.0,1,1,1,1,5,0
0,57.0,0,13.0,4,0,1,1.0,27281.0,198619.0,22470.0,0,0,4,1,5,1
0,50.0,0,3.0,17,0,2,9.0,87719.0,0.0,9160.0,0,1,1,0,0,1
0,40.0,0,11.0,3,1,7,1.0,32265.0,0.0,8730.0,0,1,4,1,0,0
0,56.0,0,13.0,1,1,7,15.0,44320.0,166535.0,12160.0,0,0,1,0,2,0
0,58.0,0,12.0,1,3,0,1.0,7452.0,0.0,8050.0,0,1,4,1,5,0
0,42.0,2,14.0,1,0,0,11.0,73694.0,224623.0,5730.0,0,0,1,1,5,1
2,45.0,3,9.0,13,0,2,1.0,44786.0,175534.0,10480.0,0,0,4,1,5,0
0,39.0,1,6.0,4,0,0,1.0,56014.0,234014.0,7100.0,0,0,1,1,5,0
0,28.0,4,12.0,6,0,3,17.0,94675.0,291876.0,10320.0,1,1,2,1,2,0
0,57.0,1,0.0,1,2,8,1.0,0.0,83843.0,9180.0,0,0,0,1,5,0
2,40.0,3,16.0,1,2,3,5.0,96613.0,296274.0,24010.0,1,1,1,1,0,0
0,53.0,0,11.0,6,3,4,7.0,27045.0,161922.0,6800.0,0,0,1,0,2,0
0,38.0,0,9.0,1,0,2,13.0,57890.0,0.0,25280.0,0,1,1,0,2,1
0,44.0,2,14.0,1,3,3,1.0,26377.0,169045.0,8540.0,1,1,4,1,0,0
0,24.0,1,7.0,1,1,4,9.0,6862.0,0.0,2190.0,1,1,1,1,5,0
2,42.0,3,17.0,4,1,4,7.0,28916.0,115937.0,8300.0,0,0,0,1,3,0
0,34.0,3,9.0,4,0,1,6.0,23439.0,113409.0,7240.0,0,0,4,1,0,1
1,41.0,2,15.0,7,2,0,18.0,105563.0,306854.0,27520.0,0,0,2,1,2,1
0,50.0,0,0.0,3,0,0,1.0,0.0,0.0,6500.0,0,1,4,1,3,0
0,43.0,1,8.0,21,1,2,1.0,23921.0,0.0,14070.0,1,1,4,1,3,0
0,33.0,1,12.0,2,0,0,19.0,112943.0,307155.0,16090.0,0,0,3,1,3,0
1,45.0,1,10.0,4,0,3,8.0,36365.0,0.0,20010.0,1,1,4,1,0,0
2,36.0,2,10.0,6,1,3,1.0,35990.0,0.0,13840.0,1,1,4,1,0,0
0,35.0,2,10.0,9,2,3,15.0,99325.0,253542.0,20870.0,1,1,1,0,5,0
0,38.0,0,11.0,9,1,0,9.0,71263.0,193720.0,14980.0,0,0,1,0,5,1
1,36.0,1,11.0,10,0,0,12.0,109631.0,277683.0,29960.0,0,0,1,0,0,0
0,35.0,2,13.0,1,0,6,1.0,8746.0,127941.0,5370.0,0,0,4,0,5,0
0,49.0,0,0.0,3,0,5,9.0,0.0,0.0,6400.0,0,1,1,1,5,0
0,40.0,1,13.0,4,1,0,10.0,37958.0,0.0,13890.0,1,1,1,1,0,1
0,41.0,0,9.0,1,3,1,1.0,18939.0,0.0,5600.0,0,1,0,1,0,1
0,32.0,2,0.0,1,2,1,8.0,0.0,0.0,10120.0,1,1,4,1,5,0
0,48.0,0,12.0,1,0,0,12.0,30377.0,137865.0,6300.0,0,0,4,0,5,1
0,30.0,2,12.0,7,0,0,13.0,106722.0,0.0,26520.0,1,1,1,1,3,0
2,43.0,3,14.0,17,0,0,7.0,12284.0,100519.0,26710.0,0,0,4,1,2,0
0,23.0,3,10.0,3,0,5,1.0,27239.0,0.0,6520.0,1,1,4,1,2,0
1,42.0,3,13.0,15,2,0,6.0,42891.0,197173.0,22150.0,0,0,4,1,5,0
0,43.0,0,12.0,1,0,0,14.0,66101.0,247991.0,12410.0,0,0,2,1,5,0
0,26.0,3,11.0,1,3,0,9.0,28726.0,119210.0,17370.0,0,0,4,1,4,0
1,52.0,1,12.0,7,0,0,10.0,50726.0,220288.0,1500.0,1,1,1,1,0,0
0,56.0,0,14.0,11,4,1,4.0,63535.0,0.0,13450.0,0,1,4,0,3,1
0,58.0,0,13.0,1,0,0,17.0,103555.0,322978.0,30580.0,0,1,2,1,3,0
0,48.0,0,9.0,4,0,1,1.0,40408.0,0.0,5540.0,0,1,4,1,3,1
0,31.0,2,7.0,10,0,1,1.0,35053.0,125625.0,12860.0,1,1,4,0,0,1
0,51.0,0,0.0,7,0,3,1.0,0.0,100658.0,11750.0,0,0,4,1,3,0
0,47.0,0,5.0,1,4,2,4.0,68602.0,0.0,6200.0,0,1,0,0,2,0
0,51.0,0,0.0,1,2,0,1.0,0.0,87503.0,6720.0,0,0,4,0,2,0
0,40.0,3,16.0,1,0,3,16.0,52475.0,0.0,10750.0,1,1,2,1,5,0
0,62.0,0,16.0,1,0,0,15.0,103109.0,344523.0,11810.0,0,0,2,1,5,0
0,45.0,0,0.0,1,3,6,9.0,0.0,0.0,14500.0,0,0,4,1,5,0
0,35.0,1,12.0,10,0,4,7.0,8276.0,0.0,2330.0,0,0,4,0,3,0
0,42.0,0,10.0,4,0,1,1.0,58453.0,202236.0,9480.0,0,1,1,0,3,0
0,30.0,1,0.0,1,1,0,7.0,0.0,0.0,4500.0,0,0,4,1,2,0
0,42.0,2,11.0,3,0,2,10.0,68171.0,0.0,18130.0,1,1,1,1,4,0
0,35.0,2,0.0,6,1,0,13.0,0.0,59496.0,5000.0,0,0,1,1,3,0
0,29.0,3,0.0,1,3,5,6.0,0.0,0.0,6720.0,1,1,4,0,3,1
0,49.0,0,12.0,1,1,1,1.0,24513.0,148422.0,8850.0,0,0,0,1,0,0
1,56.0,2,0.0,1,3,2,8.0,0.0,0.0,23630.0,1,1,0,1,0,0
0,39.0,1,11.0,6,2,4,1.0,32188.0,174247.0,8620.0,0,0,4,1,5,0
1,42.0,1,12.0,1,0,0,9.0,49120.0,197752.0,10440.0,1,1,1,1,5,0
0,45.0,1,10.0,10,2,3,8.0,59197.0,0.0,22690.0,1,1,2,0,1,0
0,39.0,0,16.0,7,0,0,1.0,92117.0,295537.0,14610.0,0,0,4,0,0,0
0,37.0,0,10.0,6,2,0,1.0,55242.0,183992.0,8700.0,0,1,4,0,2,1
0,53.0,0,13.0,4,2,5,9.0,80023.0,246532.0,20990.0,0,0,1,0,3,1
2,56.0,2,17.0,1,1,3,1.0,28088.0,154530.0,9910.0,1,1,1,1,0,0
0,28.0,4,10.0,1,1,0,12.0,10032.0,0.0,5850.0,0,0,1,0,2,1
0,40.0,0,11.0,3,0,2,15.0,49978.0,240143.0,21160.0,0,0,2,0,4,0
2,59.0,2,16.0,6,2,6,18.0,109210.0,324059.0,21880.0,0,0,2,0,2,0
0,59.0,0,11.0,6,1,5,6.0,38141.0,0.0,15080.0,0,1,4,0,0,0
0,61.0,0,10.0,6,2,4,10.0,9902.0,103647.0,8590.0,0,1,3,1,3,0
0,29.0,2,14.0,7,1,4,1.0,45299.0,148600.0,8930.0,0,0,4,0,5,0
0,48.0,0,9.0,7,0,0,1.0,49251.0,180173.0,11230.0,0,0,4,0,5,0
0,32.0,3,16.0,4,2,4,1.0,28430.0,0.0,4340.0,1,1,4,1,5,1
0,39.0,0,10.0,6,2,5,13.0,31131.0,0.0,8510.0,0,1,4,1,0,1
0,35.0,2,9.0,12,0,1,9.0,98918.0,0.0,23740.0,1,1,1,0,1,0
0,34.0,1,13.0,1,1,10,1.0,38307.0,151790.0,5330.0,0,0,4,0,2,1
0,46.0,0,10.0,3,3,2,9.0,88632.0,258636.0,15670.0,0,0,4,0,3,0
0,49.0,0,14.0,4,0,0,1.0,45689.0,250792.0,10970.0,0,0,0,1,2,0
0,44.0,0,12.0,11,1,5,15.0,46781.0,0.0,17960.0,0,1,1,1,5,0
1,54.0,1,0.0,1,3,1,8.0,0.0,0.0,10600.0,0,0,1,1,3,0
0,29.0,1,11.0,6,3,1,9.0,101767.0,284160.0,14580.0,0,0,4,0,5,1
0,58.0,0,12.0,10,0,2,9.0,61265.0,208445.0,3230.0,0,0,2,1,5,0
0,33.0,5,16.0,7,1,2,1.0,28395.0,137268.0,23450.0,0,0,4,0,1,1
0,45.0,0,10.0,1,2,1,1.0,22860.0,0.0,11800.0,0,1,0,0,2,0
1,39.0,1,12.0,1,3,4,15.0,69464.0,199330.0,5400.0,0,0,2,0,2,0
0,42.0,2,14.0,4,0,0,1.0,20586.0,142997.0,7760.0,0,0,0,1,5,0
0,44.0,0,10.0,1,4,4,1.0,53660.0,232498.0,34260.0,0,0,1,0,4,0
0,39.0,0,14.0,1,0,5,1.0,28830.0,0.0,18930.0,0,1,0,0,4,1
0,23.0,5,14.0,6,0,4,1.0,11666.0,109363.0,5080.0,0,0,0,1,3,0
0,31.0,4,14.0,1,1,1,1.0,48317.0,133939.0,1500.0,0,0,4,1,3,1
0,40.0,0,0.0,1,0,0,1.0,0.0,0.0,5260.0,0,1,0,1,3,0
0,58.0,0,12.0,1,2,6,5.0,71101.0,266848.0,14160.0,0,0,0,1,0,1
0,54.0,0,10.0,13,0,0,13.0,46624.0,212273.0,18990.0,0,1,2,1,4,0
0,29.0,2,12.0,4,1,5,6.0,54310.0,174139.0,1500.0,1,1,0,1,0,0
0,51.0,0,10.0,13,0,0,1.0,81246.0,231151.0,11160.0,0,0,1,1,3,0
0,54.0,0,11.0,1,2,0,15.0,63027.0,0.0,7650.0,0,1,2,1,2,0
0,37.0,2,13.0,6,0,3,1.0,4319.0,0.0,9960.0,0,0,4,1,0,0
1,39.0,2,9.0,6,1,3,10.0,24628.0,195489.0,18810.0,0,0,4,0,5,0
0,39.0,0,13.0,1,1,0,1.0,22348.0,0.0,13150.0,0,1,4,1,5,0
0,58.0,0,16.0,1,3,4,7.0,6657.0,0.0,4790.0,0,0,0,0,2,1
0,35.0,1,13.0,5,2,7,13.0,72167.0,0.0,19700.0,1,1,3,1,4,0
0,26.0,1,9.0,13,2,5,7.0,73655.0,0.0,9150.0,1,1,1,0,5,0
0,38.0,2,14.0,1,1,6,10.0,58833.0,193644.0,20750.0,0,0,1,0,0,0
0,30.0,0,7.0,4,1,8,7.0,10678.0,0.0,11700.0,0,1,0,0,2,0
0,24.0,3,15.0,6,2,4,1.0,13003.0,104742.0,1500.0,0,0,4,1,5,0
0,32.0,1,11.0,11,1,5,1.0,21400.0,0.0,14790.0,1,1,0,1,0,0
1,40.0,2,12.0,1,2,5,1.0,4344.0,69014.0,22010.0,0,0,0,1,2,0
0,22.0,0,10.0,1,2,6,1.0,5442.0,0.0,3800.0,0,0,1,0,0,1
0,38.0,2,10.0,1,3,4,4.0,53532.0,0.0,10650.0,1,1,0,1,3,0
0,27.0,1,9.0,1,4,1,1.0,37130.0,0.0,7910.0,1,1,0,1,5,0
0,41.0,0,13.0,10,0,0,13.0,55138.0,0.0,16880.0,0,1,1,0,5,1
0,57.0,0,11.0,4,2,0,13.0,114830.0,0.0,26900.0,0,1,3,0,1,0
0,65.0,0,0.0,1,2,0,6.0,0.0,94474.0,8000.0,0,0,4,1,3,1
0,47.0,0,10.0,10,1,5,1.0,57607.0,0.0,12970.0,0,1,0,0,0,1
0,34.0,0,9.0,5,0,2,7.0,31052.0,116137.0,13700.0,0,0,4,1,5,0
0,51.0,0,11.0,4,0,0,1.0,65979.0,164614.0,19990.0,0,0,4,1,4,0
0,36.0,2,12.0,1,0,0,1.0,39400.0,152463.0,5100.0,0,0,4,1,5,0
1,37.0,2,0.0,1,3,1,6.0,0.0,80883.0,7070.0,0,0,1,1,3,0
